6wPhSqRtPu1UhRCDX5yaDJ,68,dance_pop girl_group pop post-teen_pop urban_contemporary
0qG3lxHmrUeKzL1BJJ7IBN,46,vapor_soul
23bSD5t38m4d6k8jtlZGDa,31,bangladeshi_hip_hop desi_hip_hop desi_pop
7e3FtKBIPLrIVm8g1FJMVg,48,abstract_beats alternative_r&b indie_soul
5lpH0xAS4fVfLkACg9DAuM,72,dance_pop disco europop new_romantic new_wave new_wave_pop soft_rock synthpop
26AHtbjWKiwYzsoGoUZq53,74,a_cappella
6cXMpsP9x0SH4kFfMyVezF,61,operatic_pop
4ytkhMSAnrDP8XzRNlw9FS,67,adult_standards jazz_trio
7guDJrEfX3qb6FEbdPA5qi,75,funk motown quiet_storm soul
5pjCYG6hPLBO3y4swxu3dh,49,candy_pop neon_pop_punk pixie pop_emo pop_punk
4tususHNaR68xdgLstlGBA,59,melodic_metalcore metalcore post-screamo screamo
5r9uIJCoquVtEkCkvcn8Ez,59,metalcore modern_rock rock screamo
4iJLPqClelZOBCBifm8Fzv,72,screamo
69GGBxA162lTqCwzJG5jLp,79,dance_pop edm electropop pop pop_dance tropical_house
2kucQ9jQwuD8jWdtR9Ef38,69,contemporary_country country country_pop country_road
74XFHRwlV6OrjEM0A2NCMF,78,candy_pop pixie pop_emo pop_punk
3tufWJzpCiAGleBt5TkmTn,55,album_rock glam_metal hard_rock metal rock
0cc6vw3VN8YlIcvr1v7tBL,70,glam_metal hard_rock metal rock sleaze_rock
2AcUPzkVWo81vumdzeLLRN,60,downtempo indie_soul indietronica shimmer_pop
56ZTgzPBDge0OvCGgMO3OY,71,baltimore_indie dream_pop dreamo modern_dream_pop
3GBPw9NK25X1Wt2OUvOwY3,74,neo_mellow
2lRH2dgU5Kk4Bc5phmII4T,53,contemporary_country country country_road
5lRB3MAJfKzlt7dgYMHWgY,50,contemporary_country country country_pop country_road modern_country_rock
4gTxZRVdDpwAZCpSaXy7fI,30,country_pop
6ghiFYcwn2Vzl6K50U0UPz,55,contemporary_country country country_pop country_road modern_country_rock
4xnMDfgEmXZEEDdITKcGuE,59,edm electro_house electropop pop pop_dance pop_edm progressive_house tropical_house
